source,created_at,text,is_retweet,clean_text,clean_text_with_stopwords
other,Sat Aug 15 02:24:46 +0000 2009,RT @marklevinshow: Those of you who live in Fla & vote in the Republican primaries-Vote Rubio! Crist is an Obama Republican #sayfie #tcot,False,rt @marklevinshow live fla vote republican primaries vote rubio crist obama republican sayfie tcot,rt @marklevinshow those of you who live in fla vote in the republican primaries vote rubio crist is an obama republican sayfie tcot
other,Sun Sep 06 14:04:35 +0000 2009,POTUS speech to kids is weird. But WH is using it to take the focus off of health care reform debate.Don't fall into the trap. #sayfie #tcot,False,potus speech kids weird wh using take focus health care reform debate fall trap sayfie tcot,potus speech to kids is weird but wh is using it to take the focus off of health care reform debate don t fall into the trap sayfie tcot
other,Tue Jun 09 21:09:44 +0000 2009,"If Fed Govt HAD to buy an automaker, couldn't we at least have bought one that actually makes money?  #sayfie #tcot",False,fed govt buy automaker least bought one actually makes money sayfie tcot,if fed govt had to buy an automaker couldn t we at least have bought one that actually makes money sayfie tcot
other,Thu Jun 25 14:09:37 +0000 2009,I am honored that Cong. Jeff Miller is supporting our campaign. #sayfie #tcot,False,honored cong jeff miller supporting campaign sayfie tcot,i am honored that cong jeff miller is supporting our campaign sayfie tcot
other,Thu Oct 15 11:14:09 +0000 2009,Won the Palm Beach county straw poll! http://bit.ly/4DXR9w,False,palm beach county straw poll,won the palm beach county straw poll
other,Sun Mar 22 14:18:31 +0000 2009,Enjoyed Hernando County yesterday. But hit two traffic snags on I-75 and got home at 2:30 a.m.,False,enjoyed hernando county yesterday hit two traffic snags got home,enjoyed hernando county yesterday but hit two traffic snags on i and got home at a m
other,Sun Nov 22 13:39:55 +0000 2009,"Here is one good reason to oppose the Reid bill, it has 1/2 trillion in new taxes, fees, and penalties.  #sayfie",False,one good reason oppose reid bill trillion new taxes fees penalties sayfie,here is one good reason to oppose the reid bill it has trillion in new taxes fees and penalties sayfie
other,Sun May 31 22:59:05 +0000 2009,@beattifickid89 Ok I will,False,@beattifickid ok,@beattifickid ok i will
other,Sun Jun 21 19:23:31 +0000 2009,An American govt afraid to speak out for freedom is exactly what the terrorists wanted to accomplish. #sayfie #tcot #iranelection #tehran,False,american govt afraid speak freedom exactly terrorists wanted accomplish sayfie tcot iranelection tehran,an american govt afraid to speak out for freedom is exactly what the terrorists wanted to accomplish sayfie tcot iranelection tehran
other,Fri Apr 03 18:14:23 +0000 2009,Buzz: Politico Scorecard: A Crist-Rubio Senate Primary? http://tinyurl.com/chlhbj,False,buzz politico scorecard crist rubio senate primary,buzz politico scorecard a crist rubio senate primary
other,Fri Oct 30 23:51:42 +0000 2009,"If you live in NY CD 23 vote 4  Hoffman. Send message to those who want GOP to ""moderate"" that we do not need 2 Democratic Parties. #tcot",False,live ny cd vote hoffman send message want gop moderate need democratic parties tcot,if you live in ny cd vote hoffman send message to those who want gop to moderate that we do not need democratic parties tcot
other,Fri Oct 16 04:38:06 +0000 2009,Just got home from a day in SW Fla. Long days and hard work add up and pay off! #sayfie #tcot #rubio,False,got home day sw fla long days hard work add pay sayfie tcot rubio,just got home from a day in sw fla long days and hard work add up and pay off sayfie tcot rubio
other,Tue Aug 11 12:22:55 +0000 2009,memo to establishment (in both parties): the angry folks at health care townhalls are REAL & their views are shared by a growing majority.,False,memo establishment parties angry folks health care townhalls real views shared growing majority,memo to establishment in both parties the angry folks at health care townhalls are real their views are shared by a growing majority
other,Sun Oct 25 02:16:56 +0000 2009,Getting some hate tweets tonight (mostly from 305 and 850). I had to live through the Zook years. Doesn't that earn me right to gloat?,False,getting hate tweets tonight mostly live zook years earn right gloat,getting some hate tweets tonight mostly from and i had to live through the zook years doesn t that earn me right to gloat
other,Sun Oct 25 01:43:46 +0000 2009,Who is this guy at qb for miss state? And why can't anyone tackle him?,False,guy qb miss state anyone tackle,who is this guy at qb for miss state and why can t anyone tackle him
other,Mon Oct 12 22:43:38 +0000 2009,In traffic getting from turnpike to landshark stadium on 27 ave.,False,traffic getting turnpike landshark stadium ave,in traffic getting from turnpike to landshark stadium on ave
other,Sat Jul 11 07:09:19 +0000 2009,Voters deserve to have candidates that will speak clearly about where they stand on the issues. http://bit.ly/87SDL  #sayfie #fltcot #tcot,False,voters deserve candidates speak clearly stand issues sayfie fltcot tcot,voters deserve to have candidates that will speak clearly about where they stand on the issues sayfie fltcot tcot
other,Tue Aug 25 17:55:00 +0000 2009,RT @abcflgulf: @marcorubio great speech to our membership! To everyone else go to http://bit.ly/K4grK http://twitpic.com/f8l72,False,rt @abcflgulf @marcorubio great speech membership everyone else go,rt @abcflgulf @marcorubio great speech to our membership to everyone else go to
other,Sat May 09 01:52:31 +0000 2009,I could vote for flat tax. Way better than what we have now. But Fair Tax would lead to single largest economic boom in history.,False,could vote flat tax way better fair tax would lead single largest economic boom history,i could vote for flat tax way better than what we have now but fair tax would lead to single largest economic boom in history
other,Thu Apr 02 18:14:45 +0000 2009,Buzz: Chiefland Citizen: Rubio’s statewide amibitions defer to Gov. Crist http://tinyurl.com/c6wspq,False,buzz chiefland citizen rubio statewide amibitions defer gov crist,buzz chiefland citizen rubio s statewide amibitions defer to gov crist
other,Thu Apr 16 11:45:45 +0000 2009,Proud to see hundreds of thousands of patriots yesterday rally for America,False,proud see hundreds thousands patriots yesterday rally america,proud to see hundreds of thousands of patriots yesterday rally for america
other,Thu Jun 11 12:48:13 +0000 2009,Fl legis should get involved with 10th Amend Movement as counter to continued buildup of power by fed govt at expense of states and people,False,fl legis get involved th amend movement counter continued buildup power fed govt expense states people,fl legis should get involved with th amend movement as counter to continued buildup of power by fed govt at expense of states and people
other,Sun Dec 13 15:42:58 +0000 2009,Tailgating at Fins vs. Jags game in Jacksonville. #sayfie http://twitpic.com/tcy4l,False,tailgating fins vs jags game jacksonville sayfie,tailgating at fins vs jags game in jacksonville sayfie
other,Mon Oct 05 22:59:49 +0000 2009,It felt great to get a win yesterday! Big weekend coming up Gators over LSU and FINS over J-E-T-S!,False,felt great get win yesterday big weekend coming gators lsu fins j e,it felt great to get a win yesterday big weekend coming up gators over lsu and fins over j e t s
other,Sat Sep 12 12:36:45 +0000 2009,Will be at Lakeland Tea Party around noon. 121 s. Lake ave in Lakeland. And will be live on 88.5 fm in Tampa around 12:15. #sayfie,False,lakeland tea party around noon lake ave lakeland live fm tampa around sayfie,will be at lakeland tea party around noon s lake ave in lakeland and will be live on fm in tampa around sayfie
other,Wed Jul 15 20:32:11 +0000 2009,Stopping for gas and a Dew off I-10,False,stopping gas dew,stopping for gas and a dew off i
other,Fri Sep 04 03:50:27 +0000 2009,Pre-Season over. NFL kicks off 1 week from tonight & college football this weekend. The world makes sense again!,False,pre season nfl kicks week tonight college football weekend world makes sense,pre season over nfl kicks off week from tonight college football this weekend the world makes sense again
other,Thu Mar 26 01:41:10 +0000 2009,"reached 2400 people just a few moments ago on www.marcorubio.com
THANK YOU!!!",False,reached people moments ago www marcorubio com thank,reached people just a few moments ago on www marcorubio com thank you
other,Sat Jun 20 17:24:55 +0000 2009,More good news. Just told I won another county GOP straw poll. This one in Monroe County. #sayfie #tcot,False,good news told another county gop straw poll one monroe county sayfie tcot,more good news just told i won another county gop straw poll this one in monroe county sayfie tcot
other,Sat Jun 20 19:09:02 +0000 2009,@EcksBox Jessica@marcorubio.com,False,@ecksbox jessica@marcorubio com,@ecksbox jessica@marcorubio com
other,Sun Oct 11 03:06:31 +0000 2009,A Tebow draw for a first right now would be a poetic way to close this thing!,False,tebow draw first right would poetic way close thing,a tebow draw for a first right now would be a poetic way to close this thing
other,Wed Mar 25 16:08:06 +0000 2009,Let me know if you are planning a Tea Party. I am trying to come up with a list of Florida Tea Parties. Email to marco@marcorubio.com,False,let know planning tea party trying come list florida tea parties email marco@marcorubio com,let me know if you are planning a tea party i am trying to come up with a list of florida tea parties email to marco@marcorubio com
