text,created_at,is_retweet,source,clean_text,clean_text_with_stopwords
2:15pm ET: Join us as we roll out our #BetterWay to grow the #economy. https://t.co/DLsJK9h6yr,Tue Jun 14 18:11:11 +0000 2016,False,other,pm et join us roll betterway grow economy,pm et join us as we roll out our betterway to grow the economy
Happy 99th birthday to a true American hero—Lt. Col. James Megellas. https://t.co/8ydeZ9YHHZ https://t.co/JbaeXgmtj4,Fri Mar 11 15:14:47 +0000 2016,False,other,happy th birthday true american hero lt col james megellas,happy th birthday to a true american hero lt col james megellas
President Obama wants to keep American energy in the ground. https://t.co/IEqKViEqiO,Fri Jan 15 16:14:53 +0000 2016,False,other,president obama wants keep american energy ground,president obama wants to keep american energy in the ground
We will hold Obama administration officials accountable for false testimony. https://t.co/BIymTVA4Ar,Tue May 10 14:15:37 +0000 2016,False,other,hold obama administration officials accountable false testimony,we will hold obama administration officials accountable for false testimony
We finally have this great opportunity to get America back on track. My interview w/ @seanhannity: https://t.co/PShpr0KrJd,Sat Dec 10 14:21:20 +0000 2016,False,other,finally great opportunity get america back track interview w @seanhannity,we finally have this great opportunity to get america back on track my interview w @seanhannity
Pressure is mounting on the administration to call the heinous crimes of #ISIS &amp; #Assad what they are—genocide. https://t.co/yG6qTLda7u,Thu Mar 10 13:16:23 +0000 2016,False,other,pressure mounting administration call heinous crimes isis assad genocide,pressure is mounting on the administration to call the heinous crimes of isis assad what they are genocide
"Just passed by the House→a bill to address real issues facing Americans in a conservative, fiscally responsible way. https://t.co/sejwaJxCJp",Thu Jul 14 17:52:34 +0000 2016,False,other,passed house bill address real issues facing americans conservative fiscally responsible way,just passed by the house a bill to address real issues facing americans in a conservative fiscally responsible way
"Appreciate your leadership, @RepMcCaul. https://t.co/PI3LEutyM4",Thu Feb 04 17:27:54 +0000 2016,False,other,appreciate leadership @repmccaul,appreciate your leadership @repmccaul
"In 1960, 17 of the 20 largest companies were headquartered in the United States. As of 2016, that number has droppe… https://t.co/wcE57RRme3",Fri Nov 04 18:07:50 +0000 2016,False,other,largest companies headquartered united states number droppe,in of the largest companies were headquartered in the united states as of that number has droppe
Thank you! Looking forward to sending this one to the president’s desk. https://t.co/GXbOkPkbns,Fri Mar 18 20:25:45 +0000 2016,False,other,thank looking forward sending one president desk,thank you looking forward to sending this one to the president s desk
RT @RepMarthaRoby: We have a responsibility to lead w/ our own ideas rather than watching (or complaining) from the sideline #BetterWay htt…,Thu Aug 25 21:30:58 +0000 2016,True,other,rt @repmartharoby responsibility lead w ideas rather watching complaining sideline betterway htt,rt @repmartharoby we have a responsibility to lead w our own ideas rather than watching or complaining from the sideline betterway htt
"After 2 yrs, the admin turned over 1000+ emails from senior State Dept. officials to the @HouseBenghazi Committee. https://t.co/pqjxsjzzMx",Sun Apr 10 20:08:17 +0000 2016,False,other,yrs admin turned emails senior state dept officials @housebenghazi committee,after yrs the admin turned over emails from senior state dept officials to the @housebenghazi committee
"RT @ABCPolitics: MORE: @SpeakerRyan calls Tom Price ""the absolute perfect choice"" for Health and Human Services Secretary https://t.co/cxiQ…",Tue Nov 29 14:50:02 +0000 2016,True,other,rt @abcpolitics @speakerryan calls tom price absolute perfect choice health human services secretary,rt @abcpolitics more @speakerryan calls tom price the absolute perfect choice for health and human services secretary
People have been convicted for far less. https://t.co/NkyR6WaNZB,Wed Jul 06 12:37:15 +0000 2016,False,other,people convicted far less,people have been convicted for far less
"RT @RepDLamborn: .@HouseGOP has devised a #BetterWay, a ""workable, economically rational alternative to #Obamacare.""  Read more: https://t.…",Thu Aug 18 16:05:25 +0000 2016,True,other,rt @repdlamborn @housegop devised betterway workable economically rational alternative obamacare read,rt @repdlamborn @housegop has devised a betterway a workable economically rational alternative to obamacare read more
"Appreciate it, @SenOrrinHatch! https://t.co/qey9IlcH5B",Sat Jan 30 01:03:22 +0000 2016,False,other,appreciate @senorrinhatch,appreciate it @senorrinhatch
RT @RepTimMurphy: .@SpeakerRyan lays out @HouseGOP agenda tonight on @60Minutes --&gt; #Congress is strong partner w Pres-elect @realDonaldTru…,Sun Dec 04 21:41:21 +0000 2016,True,other,rt @reptimmurphy @speakerryan lays @housegop agenda tonight @ minutes gt congress strong partner w pres elect @realdonaldtru,rt @reptimmurphy @speakerryan lays out @housegop agenda tonight on @ minutes gt congress is strong partner w pres elect @realdonaldtru
"Thank you, @newtgingrich. Really enjoyed our Facebook Q&amp;A earlier today. https://t.co/ltePkBUdLK",Wed Mar 02 20:50:31 +0000 2016,False,other,thank @newtgingrich really enjoyed facebook q earlier today,thank you @newtgingrich really enjoyed our facebook q a earlier today
Our welfare system today is basically a work replacement system. It penalizes work. There's a #BetterWay. https://t.co/qu4HnKg7Yv,Mon Oct 24 15:19:57 +0000 2016,False,other,welfare system today basically work replacement system penalizes work betterway,our welfare system today is basically a work replacement system it penalizes work there s a betterway
"@SpotifyUSA Ok, ok, fine. I’ll do it. I’ll upgrade to premium. 😉",Tue Apr 12 15:35:29 +0000 2016,False,other,@spotifyusa ok ok fine upgrade premium,@spotifyusa ok ok fine i ll do it i ll upgrade to premium
I remain hopeful for #Ukraine's future as a strong beacon of democracy in Eastern Europe. https://t.co/xDf3LqhZGt https://t.co/oBGssGVS9R,Thu Jun 16 18:53:29 +0000 2016,False,other,remain hopeful ukraine future strong beacon democracy eastern europe,i remain hopeful for ukraine s future as a strong beacon of democracy in eastern europe
President wants to fill this year with distractions from his failures. We won't let him take us off course. #ConfidentAmerica #YearofIdeas,Wed Jan 06 15:14:40 +0000 2016,False,other,president wants fill year distractions failures let take us course confidentamerica yearofideas,president wants to fill this year with distractions from his failures we won t let him take us off course confidentamerica yearofideas
America is not safer when we back away from Israel. America is safer when we stand with #Israel. #AIPAC2016 https://t.co/pvwLfb8oMg,Mon Mar 21 22:05:31 +0000 2016,False,other,america safer back away israel america safer stand israel aipac,america is not safer when we back away from israel america is safer when we stand with israel aipac
We will use our oversight capacity to ensure these anti-#BDS measures are faithfully executed: https://t.co/EzRFlP5WAT,Sun Feb 28 13:33:06 +0000 2016,False,other,use oversight capacity ensure anti bds measures faithfully executed,we will use our oversight capacity to ensure these anti bds measures are faithfully executed
RT @RepMimiWalters: .@housegop has put forth market-based solutions to replace Obamacare. It's a #BetterWay https://t.co/SoecH5HOLa,Mon Oct 24 21:24:15 +0000 2016,True,other,rt @repmimiwalters @housegop put forth market based solutions replace obamacare betterway,rt @repmimiwalters @housegop has put forth market based solutions to replace obamacare it s a betterway
"RT @KeithRothfus: @HouseGOP wants a simpler, fairer, pro-growth tax code that
serves the American taxpayer. #BetterWay https://t.co/mFoB6RT…",Tue Nov 29 15:58:45 +0000 2016,True,other,rt @keithrothfus @housegop wants simpler fairer pro growth tax code serves american taxpayer betterway,rt @keithrothfus @housegop wants a simpler fairer pro growth tax code that serves the american taxpayer betterway
This has been the slowest economic recovery since the Great Depression. Big government is in the way. https://t.co/U3qi2r7hge,Thu Oct 20 12:11:10 +0000 2016,False,other,slowest economic recovery since great depression big government way,this has been the slowest economic recovery since the great depression big government is in the way
"2 major policy events this week→ There's a #BetterWay for
✓ #Poverty: https://t.co/A6to2BxWeQ  
✓ #NationalSecurity: https://t.co/3aGrbMEWcq",Sat Jun 11 16:27:58 +0000 2016,False,other,major policy events week betterway poverty nationalsecurity,major policy events this week there s a betterway for poverty nationalsecurity
HAPPENING NOW → My weekly press conference. Tune in live! https://t.co/0MKgfcNdA6,Thu Mar 17 15:36:36 +0000 2016,False,other,happening weekly press conference tune live,happening now my weekly press conference tune in live
Join me live! https://t.co/PnLPwaWRa0.,Tue Feb 23 22:09:00 +0000 2016,False,other,join live,join me live
Americans for Tax Reform: #PuertoRico Bill Contains No Bailout https://t.co/GaCDrQNe9N @taxreformer,Tue Apr 19 21:30:15 +0000 2016,False,other,americans tax reform puertorico bill contains bailout @taxreformer,americans for tax reform puertorico bill contains no bailout @taxreformer
People who suffer from mental illness—just like any other patients—must get the care they need. H.R. 2646 does that. https://t.co/n74ZiPRWuW,Sat Jul 09 01:17:03 +0000 2016,False,other,people suffer mental illness like patients must get care need h r,people who suffer from mental illness just like any other patients must get the care they need h r does that
RT to agree ➡️ The president owes the American people a full accounting of this ransom payment to #Iran. https://t.co/SFnID6Bjzs,Sun Sep 04 01:39:21 +0000 2016,False,other,rt agree president owes american people full accounting ransom payment iran,rt to agree the president owes the american people a full accounting of this ransom payment to iran
Government needs to be humble enough to realize that it doesn’t have all of the answers. https://t.co/JOGcF2JaVW,Sat Jun 18 20:22:12 +0000 2016,False,other,government needs humble enough realize answers,government needs to be humble enough to realize that it doesn t have all of the answers
"I couldn't think of a better way to end the year than by signing #CuresNow.
 
Next step → the president's desk. https://t.co/ROpvTfocOL",Thu Dec 08 16:25:56 +0000 2016,False,other,think better way end year signing curesnow next step president desk,i couldn t think of a better way to end the year than by signing curesnow next step the president s desk
"Today, I’ll address The Economic Club of New York at 12:30pm ET. Tune in live at https://t.co/RrNzrxPmYU.",Mon Sep 19 15:33:27 +0000 2016,False,other,today address economic club new york pm et tune live,today i ll address the economic club of new york at pm et tune in live at
We don't think it's enough just to complain. We have to show you how we'd turn things around—and give you a choice. https://t.co/fN8wCXoRqv,Sun Jul 03 18:06:33 +0000 2016,False,other,think enough complain show turn things around give choice,we don t think it s enough just to complain we have to show you how we d turn things around and give you a choice
"There is a #BetterWay to grow our economy, and it starts with getting government OUT of the way. https://t.co/QTBEJroMDt",Fri Oct 28 13:07:16 +0000 2016,False,other,betterway grow economy starts getting government way,there is a betterway to grow our economy and it starts with getting government out of the way
#Obamacare was designed in such a way that this death spiral was almost inevitable. https://t.co/TfQZdVC3ne,Fri Sep 09 23:11:55 +0000 2016,False,other,obamacare designed way death spiral almost inevitable,obamacare was designed in such a way that this death spiral was almost inevitable
"For #TakeYourKidToWorkDay, I invited reporters to bring their daughters &amp; sons to my weekly press conference. https://t.co/MNVVR1u6Dj",Thu Apr 28 20:41:19 +0000 2016,False,other,takeyourkidtoworkday invited reporters bring daughters sons weekly press conference,for takeyourkidtoworkday i invited reporters to bring their daughters sons to my weekly press conference
"We should ""rejoice always""; ""pray without ceasing""; &amp; ""in all circumstances, give thanks."" https://t.co/O5FfIZ8iRh
https://t.co/4y0qeeUbTC",Sun Feb 07 21:10:10 +0000 2016,False,other,rejoice always pray without ceasing circumstances give thanks,we should rejoice always pray without ceasing in all circumstances give thanks
"If we don’t like the direction the country’s going—and we do not—then we have an obligation to offer an alternative
 https://t.co/TRLPXStyzb",Fri Jan 15 17:25:11 +0000 2016,False,other,like direction country going obligation offer alternative,if we don t like the direction the country s going and we do not then we have an obligation to offer an alternative
The #IRS's problem isn't funding—it's a culture of impunity. https://t.co/fjxdhEnxXH https://t.co/edjsf1gTcf,Mon Apr 11 18:26:15 +0000 2016,False,other,irs problem funding culture impunity,the irs s problem isn t funding it s a culture of impunity
"Today, after 30 years of faithful service on the #SupremeCourt, we say goodbye to Justice Antonin #Scalia.",Sat Feb 20 15:01:15 +0000 2016,False,other,today years faithful service supremecourt say goodbye justice antonin scalia,today after years of faithful service on the supremecourt we say goodbye to justice antonin scalia
"RT @HouseGOP: ""After all, a good-paying job is the best anti-poverty program there is."" @RepFrankGuinta #BetterWay
https://t.co/JsM0xdRc2H",Thu Nov 03 14:24:01 +0000 2016,True,other,rt @housegop good paying job best anti poverty program @repfrankguinta betterway,rt @housegop after all a good paying job is the best anti poverty program there is @repfrankguinta betterway
Check out my latest op-ed in @INJO: Everything Obama Promised About the #IranDeal to Starting to Unravel → https://t.co/aX9k8ngsEo,Mon May 09 13:55:19 +0000 2016,False,other,check latest op ed @injo everything obama promised irandeal starting unravel,check out my latest op ed in @injo everything obama promised about the irandeal to starting to unravel
What's happening at the VA is unacceptable. https://t.co/ph2ZZHzIbw https://t.co/OjilhF4i7M,Thu May 26 11:21:10 +0000 2016,False,other,happening va unacceptable,what s happening at the va is unacceptable
"The American people have spoken, their representatives in Congress have acted, &amp; the president is bound by that law. https://t.co/1Xes8AzXV5",Wed Jan 27 14:52:26 +0000 2016,False,other,american people spoken representatives congress acted president bound law,the american people have spoken their representatives in congress have acted the president is bound by that law
"What exactly is #FriendsOfIreland? (Hint: More than just appreciating my heritage.) ☘ https://t.co/vuSiVPuShL
https://t.co/aauJQPLzGi",Tue Mar 08 15:27:30 +0000 2016,False,other,exactly friendsofireland hint appreciating heritage,what exactly is friendsofireland hint more than just appreciating my heritage
"This year, we will show the country how we would replace #Obamacare with a true patient-centered system. https://t.co/pMyPMTfFgk",Tue Feb 02 23:40:42 +0000 2016,False,other,year show country would replace obamacare true patient centered system,this year we will show the country how we would replace obamacare with a true patient centered system
RT @WaysandMeansGOP: America's tax code is broken. It is time for a #BetterWay forward on pro-growth reform. Learn more and speak up: https…,Fri Dec 09 12:24:19 +0000 2016,True,other,rt @waysandmeansgop america tax code broken time betterway forward pro growth reform learn speak https,rt @waysandmeansgop america s tax code is broken it is time for a betterway forward on pro growth reform learn more and speak up https
"This week, @RepGusBilirakis will deliver the @HouseGOP address on how the House is working to protect our veterans. https://t.co/pkAWAKOmCI",Fri May 20 16:07:23 +0000 2016,False,other,week @repgusbilirakis deliver @housegop address house working protect veterans,this week @repgusbilirakis will deliver the @housegop address on how the house is working to protect our veterans
Secretary Clinton believes she is above the law. Everyone should be held accountable equally. #RyanTownHall https://t.co/9vOoo1PoKr,Wed Jul 13 01:21:00 +0000 2016,False,other,secretary clinton believes law everyone held accountable equally ryantownhall,secretary clinton believes she is above the law everyone should be held accountable equally ryantownhall
"Today, we're dedicating a statue in the @uscapitol to honor Thomas Edison of #Ohio. Tune in live at 3pm ET → https://t.co/RrNzrxPmYU.",Wed Sep 21 18:51:17 +0000 2016,False,other,today dedicating statue @uscapitol honor thomas edison ohio tune live pm et,today we re dedicating a statue in the @uscapitol to honor thomas edison of ohio tune in live at pm et
"Yes, we actually need a law for this: https://t.co/ifu8U7Te2D",Sun Apr 24 14:49:44 +0000 2016,False,other,yes actually need law,yes we actually need a law for this
Senate Democrats need to stop playing politics with #Zika funding and pass this bill. https://t.co/qcn9cByBcP,Thu Jul 14 15:43:58 +0000 2016,False,other,senate democrats need stop playing politics zika funding pass bill,senate democrats need to stop playing politics with zika funding and pass this bill
RT @HouseGOP: Congress is the exclusive seat of lawmaking power. Not some guy in the basement of the Labor Dept. @cathymcmorris https://t.c…,Tue Oct 18 23:32:52 +0000 2016,True,other,rt @housegop congress exclusive seat lawmaking power guy basement labor dept @cathymcmorris,rt @housegop congress is the exclusive seat of lawmaking power not some guy in the basement of the labor dept @cathymcmorris
"There will be no taxpayer bailout of #PuertoRico. Period. https://t.co/AVyDasw3kl
https://t.co/I8TwE6oKEN",Fri Apr 22 18:46:14 +0000 2016,False,other,taxpayer bailout puertorico period,there will be no taxpayer bailout of puertorico period
"Last week, I spoke w/ hundreds of Capitol Hill interns about the state of American politics. Here's the full speech: https://t.co/hDMX7HbzBZ",Mon Mar 28 16:19:14 +0000 2016,False,other,last week spoke w hundreds capitol hill interns state american politics full speech,last week i spoke w hundreds of capitol hill interns about the state of american politics here s the full speech
"A magician, a medal of honor recipient, &amp; a prime minister all walk into the @uscapitol... https://t.co/8gPTqLr7DE https://t.co/y32NXNmR33",Sat Jun 11 14:16:50 +0000 2016,False,other,magician medal honor recipient prime minister walk @uscapitol,a magician a medal of honor recipient a prime minister all walk into the @uscapitol
The answer is 21. Congress has sent the White House 21 bills so far this year. Here are 8 from February: https://t.co/lBzDV469c0,Mon Mar 07 17:31:57 +0000 2016,False,other,answer congress sent white house bills far year february,the answer is congress has sent the white house bills so far this year here are from february
".@USCapitol flags have been lowered to half-staff in honor of the lives lost at #PearlHarbor on Dec 7, 1941—a date… https://t.co/KQyO0UYs0T",Wed Dec 07 14:42:41 +0000 2016,False,other,@uscapitol flags lowered half staff honor lives lost pearlharbor dec date,@uscapitol flags have been lowered to half staff in honor of the lives lost at pearlharbor on dec a date
"I agree, Mr. Chairman. #BetterWay https://t.co/fG3AzRW0DN",Tue Jun 07 20:12:31 +0000 2016,False,other,agree mr chairman betterway,i agree mr chairman betterway
This flippant comment shows just how seriously the Obama administration's #VA is taking life or death problem. https://t.co/SmvIKqxGKW,Thu May 26 20:02:57 +0000 2016,False,other,flippant comment shows seriously obama administration va taking life death problem,this flippant comment shows just how seriously the obama administration s va is taking life or death problem
RT @FinancialCmte: These solutions will make a positive difference in people’s lives and help build a healthier economy. #BetterWay https:/…,Tue Dec 06 16:54:33 +0000 2016,True,other,rt @financialcmte solutions make positive difference people lives help build healthier economy betterway https,rt @financialcmte these solutions will make a positive difference in people s lives and help build a healthier economy betterway https
"Under #Obamacare, the govt tells us what we have to do, where we have to do it, &amp; how much we have to pay for it.
https://t.co/C8lWd9RUGr",Thu Aug 18 12:57:49 +0000 2016,False,other,obamacare govt tells us much pay,under obamacare the govt tells us what we have to do where we have to do it how much we have to pay for it
"Unfortunately, doubtful that POTUS brings up the need for reform w/ a regime that provides safe harbor to terrorists https://t.co/gSBBTdy63V",Sat Mar 19 19:05:37 +0000 2016,False,other,unfortunately doubtful potus brings need reform w regime provides safe harbor terrorists,unfortunately doubtful that potus brings up the need for reform w a regime that provides safe harbor to terrorists
"RT @HouseGOP: No one should have to worry about having access to quality, affordable health care #BetterWay https://t.co/WE8hbWOEdt",Fri Sep 09 12:10:55 +0000 2016,True,other,rt @housegop one worry access quality affordable health care betterway,rt @housegop no one should have to worry about having access to quality affordable health care betterway
RT @RodneyDavis: Appreciated the opportunity to tour the Ed-Glen Food Pantry last week &amp; discuss our #BetterWay to combat and lift families…,Thu Nov 03 14:40:21 +0000 2016,True,other,rt @rodneydavis appreciated opportunity tour ed glen food pantry last week discuss betterway combat lift families,rt @rodneydavis appreciated the opportunity to tour the ed glen food pantry last week discuss our betterway to combat and lift families
"In a #ConfidentAmerica, we have a basic faith in one another. We question each other's ideas, but not motives. https://t.co/BpY4k0gokc",Wed Mar 30 14:45:15 +0000 2016,False,other,confidentamerica basic faith one another question ideas motives,in a confidentamerica we have a basic faith in one another we question each other s ideas but not motives
Proud to sign legislation that strengthens @uscoastguard &amp; provides them w/ tools they need to protect our shores. https://t.co/AO8H8kL9ce,Tue Feb 09 13:46:34 +0000 2016,False,other,proud sign legislation strengthens @uscoastguard provides w tools need protect shores,proud to sign legislation that strengthens @uscoastguard provides them w tools they need to protect our shores
Our goal is to restore a more #ConfidentAmerica that keeps its word &amp; upholds its commitments. https://t.co/P8jRY0N3C7,Wed May 11 21:24:43 +0000 2016,False,other,goal restore confidentamerica keeps word upholds commitments,our goal is to restore a more confidentamerica that keeps its word upholds its commitments
"Conservative principles—applied to the problems of the day—provide the best &amp; most enduring solutions.
https://t.co/OTJsR2ovsO",Thu May 05 20:00:56 +0000 2016,False,other,conservative principles applied problems day provide best enduring solutions,conservative principles applied to the problems of the day provide the best most enduring solutions
"Follow along at https://t.co/RrNzrxPmYU. #BetterWay
https://t.co/uW4b1yHbeY",Thu Jun 16 13:44:44 +0000 2016,False,other,follow along betterway,follow along at betterway
"This week, the House &amp; Senate joined together on a variety of issues to find common ground for Americans. https://t.co/JgWPEzWeOA",Thu Feb 11 18:38:46 +0000 2016,False,other,week house senate joined together variety issues find common ground americans,this week the house senate joined together on a variety of issues to find common ground for americans
"RT @JudgeCarter: This new blow to #Obamacare continues to prove that it needs to be replaced, and @HouseGOP has a #BetterWay https://t.co/F…",Wed Aug 17 12:14:09 +0000 2016,True,other,rt @judgecarter new blow obamacare continues prove needs replaced @housegop betterway,rt @judgecarter this new blow to obamacare continues to prove that it needs to be replaced and @housegop has a betterway
"RT @PatTiberi: .@HouseGOP has a #BetterWay

✅more health care choices
❌ not more mandates 

https://t.co/FJIu4xgRUP",Thu Oct 06 15:46:15 +0000 2016,True,other,rt @pattiberi @housegop betterway health care choices mandates,rt @pattiberi @housegop has a betterway more health care choices not more mandates
House #Republicans are working to protect families from the harmful DOL fiduciary rule. https://t.co/alQhCMYKfB,Fri Mar 04 23:21:18 +0000 2016,False,other,house republicans working protect families harmful dol fiduciary rule,house republicans are working to protect families from the harmful dol fiduciary rule
"RT @HouseGOP: We're not settling for the way things are. We're offering an alternative, a #BetterWay https://t.co/tkVecw4ItX",Fri Sep 16 14:01:10 +0000 2016,True,other,rt @housegop settling way things offering alternative betterway,rt @housegop we re not settling for the way things are we re offering an alternative a betterway
Will Senate #Democrats stop their political block of #Zika bill? We’ll find out today. https://t.co/xMfJnxd3eS,Tue Sep 06 20:38:16 +0000 2016,False,other,senate democrats stop political block zika bill find today,will senate democrats stop their political block of zika bill we ll find out today
The center of the #prolife movement is making sure women know that they have better choices &amp; options. https://t.co/ZWfa2GLryH,Wed Mar 09 18:39:54 +0000 2016,False,other,center prolife movement making sure women know better choices options,the center of the prolife movement is making sure women know that they have better choices options
Taking settlement money from victims and funneling it to left-wing activists is wrong. Here’s how we’ll stop it. https://t.co/jEMIEq4mOC,Thu Sep 08 14:27:51 +0000 2016,False,other,taking settlement money victims funneling left wing activists wrong stop,taking settlement money from victims and funneling it to left wing activists is wrong here s how we ll stop it
This overwhelmingly #bipartisan sanctions bill follows a series of provocations from Pyongyang. https://t.co/UXslq8seLr,Sat Feb 13 14:50:13 +0000 2016,False,other,overwhelmingly bipartisan sanctions bill follows series provocations pyongyang,this overwhelmingly bipartisan sanctions bill follows a series of provocations from pyongyang
What’s ‘evidence-based policy’? So glad you asked: https://t.co/lLjXu24yoe #BetterWay,Tue Jul 26 20:01:48 +0000 2016,False,other,evidence based policy glad asked betterway,what s evidence based policy so glad you asked betterway
RT @WaysandMeansGOP: Bipartisan House &amp; Senate leaders call for new era in child welfare with Families First Act https://t.co/N4zfKIYFEU ht…,Tue Sep 06 17:32:09 +0000 2016,True,other,rt @waysandmeansgop bipartisan house senate leaders call new era child welfare families first act ht,rt @waysandmeansgop bipartisan house senate leaders call for new era in child welfare with families first act ht
RT @RepHartzler: Not making it affordable or accessible. We deserve a better way. #BetterWay  https://t.co/mNkVsLFG0P https://t.co/gYrFpm1E…,Tue Aug 16 18:00:09 +0000 2016,True,other,rt @rephartzler making affordable accessible deserve better way betterway,rt @rephartzler not making it affordable or accessible we deserve a better way betterway
We are praying that first responders are able to bring people to safety in #Hoboken. https://t.co/8YkTsoRaFj,Thu Sep 29 15:36:21 +0000 2016,False,other,praying first responders able bring people safety hoboken,we are praying that first responders are able to bring people to safety in hoboken
Honored to join! https://t.co/FfRVKhDq8n,Wed Feb 03 00:31:50 +0000 2016,False,other,honored join,honored to join
Boomer and Sooner know exactly how to celebrate #NationalDogDay. https://t.co/d7jeI2jgFi,Sat Aug 27 00:07:32 +0000 2016,False,other,boomer sooner know exactly celebrate nationaldogday,boomer and sooner know exactly how to celebrate nationaldogday
White House faces deadline pressure on genocide declaration → https://t.co/yG6qTLuLw4 https://t.co/FFBt6EohdJ,Wed Mar 09 18:00:42 +0000 2016,False,other,white house faces deadline pressure genocide declaration,white house faces deadline pressure on genocide declaration
Improves skills &amp; schools. Rewards work. Demands results. That's what a #BetterWay looks like. https://t.co/FLanNSuRBw,Sun Jun 12 01:11:10 +0000 2016,False,other,improves skills schools rewards work demands results betterway looks like,improves skills schools rewards work demands results that s what a betterway looks like
Protecting middle-class families &amp; small businesses from government overreach is our priority. https://t.co/kqe3X6DN8V,Thu Apr 07 17:58:54 +0000 2016,False,other,protecting middle class families small businesses government overreach priority,protecting middle class families small businesses from government overreach is our priority
"The president's budget buries individuals &amp; small businesses with an increase of $3.4 trillion in taxes over 10 yrs.
https://t.co/jVSQ21Qa0q",Tue Feb 09 21:55:28 +0000 2016,False,other,president budget buries individuals small businesses increase trillion taxes yrs,the president s budget buries individuals small businesses with an increase of trillion in taxes over yrs
There are incredible #poverty fighters doing amazing things in our communities. Our job is to support them.… https://t.co/CyF48WLrjD,Thu Sep 29 13:30:11 +0000 2016,False,other,incredible poverty fighters amazing things communities job support,there are incredible poverty fighters doing amazing things in our communities our job is to support them
Today let us reflect on the memory and sacrifices of all those who have suffered under the Castros. https://t.co/O1nnKT8hKS,Sat Nov 26 22:10:26 +0000 2016,False,other,today let us reflect memory sacrifices suffered castros,today let us reflect on the memory and sacrifices of all those who have suffered under the castros
A new @USGAO report found that #IRS security deficiencies puts sensitive taxpayer information at risk → https://t.co/wTJLk5ND4f,Wed Mar 30 19:49:16 +0000 2016,False,other,new @usgao report found irs security deficiencies puts sensitive taxpayer information risk,a new @usgao report found that irs security deficiencies puts sensitive taxpayer information at risk
"By shining sunlight on the #IRS, we demonstrated that conservative groups were being targeted for abuse. https://t.co/9vhblsk5cw",Fri Mar 11 22:59:15 +0000 2016,False,other,shining sunlight irs demonstrated conservative groups targeted abuse,by shining sunlight on the irs we demonstrated that conservative groups were being targeted for abuse
"Breaking update ⇒ @PMOIndia @narendramodi is now confirmed to address a joint meeting of Congress on Wednesday, June 8th.",Fri May 20 15:46:21 +0000 2016,False,other,breaking update @pmoindia @narendramodi confirmed address joint meeting congress wednesday june th,breaking update @pmoindia @narendramodi is now confirmed to address a joint meeting of congress on wednesday june th
"RT @SteveScalise: We already have a solution: replace Obamacare with the #BetterWay. 
More choice, more competition and better care!
https:…",Thu Sep 22 17:05:54 +0000 2016,True,other,rt @stevescalise already solution replace obamacare betterway choice competition better care https,rt @stevescalise we already have a solution replace obamacare with the betterway more choice more competition and better care https
RT @HouseGOP: Tomorrow @RepMimiWalters delivers the weekly address on our federal government's first job - keeping us safe. #FF https://t.c…,Fri Aug 19 20:36:49 +0000 2016,True,other,rt @housegop tomorrow @repmimiwalters delivers weekly address federal government first job keeping us safe ff,rt @housegop tomorrow @repmimiwalters delivers the weekly address on our federal government s first job keeping us safe ff
I'll be discussing #poverty reforms at the @OppLives #ThisWayUp16 Summit at 8:30am ET → https://t.co/RrNzrxPmYU,Thu Dec 15 12:58:03 +0000 2016,False,other,discussing poverty reforms @opplives thiswayup summit et,i ll be discussing poverty reforms at the @opplives thiswayup summit at am et
Read the latest affirming that the House’s #PuertoRico #PROMESA bill is NOT a bailout: https://t.co/mctxmc9rZV,Fri May 27 19:33:55 +0000 2016,False,other,read latest affirming house puertorico promesa bill bailout,read the latest affirming that the house s puertorico promesa bill is not a bailout
The good news is this plan is little more than an election-year distraction. https://t.co/CI5tqkZFo8,Fri Feb 05 21:26:52 +0000 2016,False,other,good news plan little election year distraction,the good news is this plan is little more than an election year distraction
The EU's decision to slam a job creator with a giant tax bill years after the fact is awful. #AppleTax https://t.co/6Y1H0Pn8W7,Tue Aug 30 17:41:15 +0000 2016,False,other,eu decision slam job creator giant tax bill years fact awful appletax,the eu s decision to slam a job creator with a giant tax bill years after the fact is awful appletax
"With #BetterWay, you never have to worry about being turned away b/c of age, income or health. @RepTomPrice explains https://t.co/35AwK7nkf2",Sat Oct 01 13:31:35 +0000 2016,False,other,betterway never worry turned away b c age income health @reptomprice explains,with betterway you never have to worry about being turned away b c of age income or health @reptomprice explains
House #Republicans are committed to renewing the #Iran Sanctions Act by the end of this year. Learn more → https://t.co/aX9k8ngsEo,Wed May 11 20:04:31 +0000 2016,False,other,house republicans committed renewing iran sanctions act end year learn,house republicans are committed to renewing the iran sanctions act by the end of this year learn more
Our welfare system is designed to encourage people not to work. That's got to change. #BetterWay https://t.co/B7iwJhYblX,Mon Oct 24 12:04:05 +0000 2016,False,other,welfare system designed encourage people work got change betterway,our welfare system is designed to encourage people not to work that s got to change betterway
"This administration has presided over, &amp; in some cases contributed to, the deterioration of the Middle East. https://t.co/nBpgWQrMJ9",Mon Feb 08 14:57:53 +0000 2016,False,other,administration presided cases contributed deterioration middle east,this administration has presided over in some cases contributed to the deterioration of the middle east
The #Constitution is clear. Presidents don't write laws. Congress does. https://t.co/hpGd2KZcNC,Fri Mar 18 22:53:35 +0000 2016,False,other,constitution clear presidents write laws congress,the constitution is clear presidents don t write laws congress does
