source,created_at,text,is_retweet,id_str
Twitter Web Client,Tue Jan 31 19:53:23 +0000 2017,Join @POTUS Trump tonight at 8pm EST as he announces his #SCOTUS pick! We'll be streaming the historic event LIVE:… https://t.co/vyRaMYFHSs,False,826518763256287232
TweetDeck,Wed Mar 01 02:42:06 +0000 2017,"RT @POTUS: Obamacare is collapsing – and we must act decisively to protect all Americans. Action is not a choice, it is a necessity. #Joint…",True,836768477755113474
TweetDeck,Wed Mar 01 02:56:36 +0000 2017,RT @POTUS: We must provide the men and women of the U.S. Military with the tools they need to prevent war and – if they must – TO FIGHT AND…,True,836772130280845312
Twitter Web Client,Mon Apr 24 12:19:45 +0000 2017,Tune in at 10am EDT: https://t.co/D585PlH2Tl #CongratsPeggy https://t.co/6BjHpbMoQp,False,856482794075193344
TweetDeck,Wed Mar 01 16:11:02 +0000 2017,.@RepSeanDuffy on last night's #JointAddress https://t.co/tVq6e3kZWc,False,836972052376653826
TweetDeck,Fri Feb 17 15:14:15 +0000 2017,Join us at 11am EST for @POTUS Trump's Weekly Address: https://t.co/yNfQwKdlE2 https://t.co/0RRosyS5EB,False,832609107815325698
TweetDeck,Wed Mar 01 04:32:08 +0000 2017,.@DrNealDunnFL2 on tonight's #JointAddress https://t.co/1pzjYNQI3f,False,836796167983857664
Twitter for iPhone,Wed Mar 08 23:07:55 +0000 2017,RT @FLOTUS: Celebrated #InternationalWomensDay in the White House with incredible women https://t.co/7l1I6pcdqf,True,839613680090247171
Twitter Web Client,Fri Jan 27 12:50:54 +0000 2017,RT @POTUS: 'People want protection and a wall protects. All you have to do is ask Israel...' @realDonaldTrump https://t.co/QeTbiJpaDY,True,824962889501011969
Twitter Web Client,Wed Feb 15 15:13:40 +0000 2017,Watch LIVE: @POTUS Trump participates in a listening session with the Retail Industry Leaders Association &amp; CEOs: https://t.co/bgbUWchs90,False,831884186072014849
TweetDeck,Wed Mar 01 02:19:50 +0000 2017,Fighting for American Workers #JointAddress #AmericanSpirit https://t.co/jwh7SgW7Og,False,836762873594511361
Twitter for iPhone,Tue Apr 04 15:09:56 +0000 2017,RT @PressSec: At CEO townhall on Unleashing American Business @POTUS highlights burdensome permitting process to build a highway https://t.…,True,849277866168778753
Twitter Web Client,Mon Mar 27 20:37:46 +0000 2017,"RT @VP: Productive conversation w/ @POTUS, @IvankaTrump &amp; diverse women small biz owners from around the U.S. as we celebrate #WomensHistor…",True,846461262590595072
Twitter for iPhone,Fri Mar 31 17:43:34 +0000 2017,"RT @POTUS: Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/1bMfa21c5E",True,847866978459144192
TweetDeck,Sat Mar 18 14:27:10 +0000 2017,Don't forget to tune in TODAY at 11:00am EDT for @POTUS' Weekly Address: https://t.co/99jsORFWdl https://t.co/6J3bdB5doy,False,843106509638787075
TweetDeck,Wed Mar 01 22:29:01 +0000 2017,Watch LIVE as @VP Pence participates in the swearing-in ceremony for @Interior Secretary Ryan Zinke:… https://t.co/K76qChyMQN,False,837067176871854080
Twitter for iPhone,Sat Mar 18 20:08:53 +0000 2017,RT @VP: Obamacare is hurting small businesses &amp; job creators like Mac Paper in Jacksonville. That's why it's time to #repealandreplace it.…,True,843192506447777793
Twitter Web Client,Wed Mar 22 20:09:37 +0000 2017,RT @POTUS: I spoke with PM Theresa May of the United Kingdom to offer my condolences on today's terror attack in London....https://t.co/j1C…,True,844642241259995141
TweetDeck,Wed Mar 01 05:19:38 +0000 2017,.@RepDavidKustoff on tonight's #JointAddress https://t.co/kfDIYhcD5w,False,836808125059588096
Twitter for iPhone,Thu Feb 02 20:44:27 +0000 2017,RT @VP: .@POTUS and I enjoyed welcoming @harleydavidson execs &amp; union leaders to the @WhiteHouse to discuss keeping America's manufacturing…,True,827256389722517509
Twitter for iPhone,Fri Feb 03 00:12:31 +0000 2017,RT @VP: Tune in to @FoxNews tonight at 10 p.m. ET as I sit down w/ @seanhannity to discuss the need for an up or down vote on @POTUS' SCOTU…,True,827308752688799744
Twitter for iPhone,Mon Feb 13 01:50:24 +0000 2017,"Happy Birthday to President Abraham Lincoln! #POTUS16
https://t.co/1sMucHiW1T https://t.co/POGSyZlM4R",False,830957264114708485
Twitter Web Client,Mon Mar 20 18:05:17 +0000 2017,"Today @POTUS welcomes the Prime Minister of Iraq, Haider al-Abadi, to the White House. https://t.co/FRF2Maadlz",False,843886174548692992
TweetDeck,Wed Mar 01 03:36:12 +0000 2017,.@RepBost on tonight's #JointAddress https://t.co/aQSPOjLzpL,False,836782092935639040
Twitter Web Client,Sat Mar 18 16:28:50 +0000 2017,"RT @POTUS: It's time to put #AmericaFirst when it comes to how we spend taxpayers' money. We will keep our people safe! 
https://t.co/A0tlz…",True,843137128833978368
Twitter Web Client,Mon Apr 10 13:58:59 +0000 2017,Watch LIVE as @POTUS attends the swearing-in of the Honorable Neil Gorsuch in the Rose Garden ➡️… https://t.co/T2BZb0gsVy,False,851434336381530113
TweetDeck,Wed Mar 01 04:58:04 +0000 2017,.@RepDonBacon on tonight's #JointAddress https://t.co/GixdaWz1Rb,False,836802696699064321
TweetDeck,Wed Mar 01 04:47:03 +0000 2017,RT @RepGusBilirakis: The President's #JointAddress was uplifting &amp; unifying. He reached out to both parties to work together for the good o…,True,836799923043586048
Twitter Web Client,Fri Mar 10 18:50:32 +0000 2017,Three-Pronged Approach to #RepealAndReplace #Obamacare: https://t.co/OGFLlI4BpC,False,840273685718138882
Twitter Web Client,Thu Mar 16 15:10:25 +0000 2017,"Today @POTUS Trump welcomes the Taoiseach of Ireland, @EndaKennyTD, to the White House. https://t.co/YJlpIwBcW3",False,842392615224004609
Twitter for iPhone,Wed Apr 19 07:34:47 +0000 2017,"RT @VP: Our choice today is the same as in ages past: Security through strength, or an uncertain future of weakness and faltering will. #VP…",True,854599140730425344
Twitter Web Client,Sun Jan 29 17:53:56 +0000 2017,"RT @realDonaldTrump: Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the wor…",True,825763925677453314
Twitter Web Client,Wed Mar 01 03:28:33 +0000 2017,RT @SenJohnThune: Tonight @POTUS highlighted his continued focus on tackling the issues that matter most to Americans. #JointSession https:…,True,836780167418769410
Twitter for iPhone,Sat Feb 11 18:54:09 +0000 2017,"President Trump Acts to Restore Public Safety and Protect Law Enforcement. #LESM 
https://t.co/15Mtffof6h",False,830490121468334082
TweetDeck,Wed Mar 01 04:52:31 +0000 2017,.@RogerMarshallMD on tonight's #JointAddress https://t.co/BwdXnCP37k,False,836801298049732609
Twitter Web Client,Sat Mar 25 17:06:12 +0000 2017,"RT @NASA: Watch @WhiteHouse’s weekly address about NASA Authorization Act signed by @POTUS, continuing missions of exploration https://t.co…",True,845683243827519488
Twitter Web Client,Fri Jan 27 19:05:38 +0000 2017,RT @POTUS: An honor to have U.K. Prime Minister @theresa_may join me at the @WhiteHouse. #ICYMI- our joint press conference: https://t.co/4…,True,825057194911608833
Twitter for iPhone,Tue Jan 24 01:12:18 +0000 2017,RT @POTUS: ⚡️THANK YOU to my amazing family for their support since I announced my candidacy on 6/16/2015. -DJT https://t.co/Db6titMVtq,True,823699916203520000
Twitter for iPhone,Wed Apr 19 07:35:03 +0000 2017,"RT @VP: This Dialogue presents US &amp; Japan with opportunity to deepen our econ ties &amp; foster jobs, prosperity, and growth on both sides of P…",True,854599206954295296
Twitter Web Client,Wed Mar 15 18:20:23 +0000 2017,RT @POTUS: Join me LIVE as I deliver remarks at the American Center for Mobility ➡️ https://t.co/R12kH3S6Ap https://t.co/rQgH8Xw3n1,True,842078036770058241
Twitter Web Client,Mon Mar 20 22:16:26 +0000 2017,RT @GorsuchFacts: #ICYMI: Watch Judge Gorsuch's moving opening remarks at today's @senjudiciary Committee hearing (2/2) #ConfirmGorsuch htt…,True,843949378423455744
Media Studio,Sat Mar 11 14:49:01 +0000 2017,ICYMI: Watch @POTUS Trump's Weekly Address https://t.co/jvRY7HhaoJ https://t.co/Fyd7kMnWh3,False,840575292041191425
Twitter for iPhone,Wed Feb 01 04:24:58 +0000 2017,"RT @realDonaldTrump: Hope you like my nomination of Judge Neil Gorsuch for the United States Supreme Court. He is a good and brilliant man,…",True,826647506490634241
Twitter Web Client,Wed Jan 25 22:53:29 +0000 2017,RT @realDonaldTrump: I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House. En…,True,824389756503134213
Twitter Web Client,Wed Feb 01 21:21:11 +0000 2017,RT @GorsuchFacts: .@POTUS Trump keeps another promise to the American people by nominating Judge Neil Gorsuch to #SCOTUS. #JusticeGorsuch h…,True,826903245037694980
TweetDeck,Wed Mar 01 02:12:23 +0000 2017,RT @POTUS: A surge of optimism is placing impossible dreams firmly within our grasp. What we are witnessing today is the Renewal of the #Am…,True,836760999290093569
TweetDeck,Wed Mar 01 05:07:21 +0000 2017,.@SenatorWicker on tonight's #JointAddress https://t.co/r3cyRfSf2B,False,836805030552432640
Twitter Web Client,Fri Mar 31 14:45:48 +0000 2017,"RT @POTUS: It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yesterday! https…",True,847822241320587264
Twitter Web Client,Fri Mar 17 20:59:24 +0000 2017,RT @POTUS: Great meeting with the @RepublicanStudy Committee this morning at the @WhiteHouse! https://t.co/U8gaHBVmW7,True,842842829621747717
Twitter Web Client,Wed Mar 08 20:06:20 +0000 2017,.@POTUS and @FLOTUS Announce 2017 White House Easter Egg Roll https://t.co/RCmB9R8MrC,False,839567986117775363
Twitter Web Client,Fri Mar 24 14:54:08 +0000 2017,Watch LIVE as @POTUS meets with Charter Communications (@GetSpectrum) CEO Thomas Rutledge &amp; Texas @GovAbbott:… https://t.co/AEoEdS9hsF,False,845287621223993344
Twitter for iPhone,Sun Feb 12 03:34:04 +0000 2017,LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/5tWYi9RHsw,False,830620962248937472
Twitter Web Client,Wed Jan 25 18:42:46 +0000 2017,RT @VP: Our new UN Ambassador @nikkihaley is getting right to work with President @realDonaldTrump and @SenRubioPress. https://t.co/7Ib1Dju…,True,824326664180137992
Twitter Web Client,Thu Feb 02 18:04:08 +0000 2017,"RT @POTUS: Great meeting with @harleydavidson executives from Milwaukee, Wisconsin at the @WhiteHouse. https://t.co/7Spcmh6guM",True,827216043223445504
Twitter for iPhone,Wed Jan 25 03:45:42 +0000 2017,"RT @realDonaldTrump: Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",True,824100908829184000
Twitter Web Client,Tue Apr 18 18:41:08 +0000 2017,RT @POTUS: Watch live! #BuyAmericanHireAmerican 🇺🇸 ➡️ https://t.co/H6heSYoTU2 https://t.co/R8v8AXmJ9Y,True,854404444213178368
Twitter Web Client,Fri Apr 21 22:18:50 +0000 2017,Tune in to @POTUS' Weekly Address: https://t.co/0cnu2ixZta https://t.co/w08oGOC7ft,False,855546393695571968
Media Studio,Wed Mar 15 22:49:06 +0000 2017,Stories like Ms. Ivey's are why @POTUS is fighting to #RepealAndReplace #Obamacare. Share your story here:… https://t.co/E0Sy9hYekX,False,842145662212825088
Twitter Web Client,Wed Feb 01 01:18:36 +0000 2017,RT @GorsuchFacts: Join us in congratulating Judge Neil Gorsuch on his nomination for #SCOTUS! Read his bio here: https://t.co/Im2VNUG6Bk #J…,True,826600604130766848
Twitter Web Client,Sat Jan 28 17:43:17 +0000 2017,"Tune in now for @POTUS Trump's first weekly address to the nation on Facebook Live!🇺🇸
https://t.co/BvMhVlxnid https://t.co/08bhycL7SH",False,825398856145829891
TweetDeck,Fri Mar 17 13:51:28 +0000 2017,"Today @POTUS welcomes the Chancellor of Germany, Angela Merkel, to the White House. 

Watch their press conference:… https://t.co/YrA8SGmFij",False,842735135317544960
Twitter Web Client,Wed Apr 12 19:15:31 +0000 2017,Join LIVE as @POTUS holds a joint press conference with NATO Secretary General Stoltenberg ➡️… https://t.co/Hb6VakhGLz,False,852238772259475456
Twitter for iPhone,Fri Apr 07 17:34:37 +0000 2017,RT @POTUS: Congratulations to an exceptionally qualified and respected judge on his confirmation to the Supreme Court! #SCOTUS https://t.co…,True,850401441240031232
Twitter Web Client,Wed Feb 22 14:32:52 +0000 2017,"Happy birthday, George Washington! Learn more about our first President here: https://t.co/NQSN4lfTOu https://t.co/CD2dn6YIxz",False,834410634817200130
Twitter Web Client,Sun Jan 29 17:53:30 +0000 2017,RT @POTUS: Executive Order: ETHICS COMMITMENTS BY EXECUTIVE BRANCH APPOINTEES: https://t.co/0T7rvbEdAJ https://t.co/Z9fZd4jlCg,True,825763815807713281
TweetDeck,Wed Mar 01 03:34:54 +0000 2017,.@sendavidperdue on tonight's #JointAddress https://t.co/4Ls0IHhBK5,False,836781765872267264
Media Studio,Fri Mar 03 01:23:01 +0000 2017,Be sure to tune in at 11:00am EST tomorrow to watch @POTUS Trump's Weekly Address: https://t.co/J9Vsg8Tr1Q https://t.co/h3m5bXSlCp,False,837473351064924161
Twitter Web Client,Thu Mar 16 21:05:11 +0000 2017,Join us LIVE as @POTUS delivers remarks at the #StPatricksDay Reception: https://t.co/cRsRYsSRNI https://t.co/0q4yMFsVQj,False,842481895845871617
Twitter Web Client,Tue Apr 18 15:16:19 +0000 2017,"RT @VP: #VPinAsia Day Three: Arrived in Japan, met w/ Japan's PM @AbeShinzo, spoke with Deputy PM Taro Aso, and visited Sensoji Temple with…",True,854352901204062208
Twitter Web Client,Mon Mar 27 19:51:22 +0000 2017,"RT @POTUS: Today I'm signing 4 bills under the Congressional Review Act that cancels regulations &amp; eliminates unnecessary, job-killing rule…",True,846449589205028864
TweetDeck,Wed Mar 01 04:29:42 +0000 2017,.@RepBillShuster on tonight's #JointAddress https://t.co/r8nGKSPTwL,False,836795557620428800
Twitter Web Client,Fri Jan 20 19:15:18 +0000 2017,"RT @POTUS: #InaugurationDay Speech🇺🇸
https://t.co/2h8yWMYQz9 https://t.co/Q9u8n9vez2",True,822522909939810304
TweetDeck,Wed Mar 01 03:05:30 +0000 2017,"RT @POTUS: We want harmony and stability, not war and conflict. We want peace, wherever peace can be found. #JointAddress #AmericanSpirit",True,836774366327226368
Twitter for iPhone,Fri Apr 14 21:05:28 +0000 2017,RT @FLOTUS: Looking forward to hosting the annual Easter Egg Roll at the @WhiteHouse on Monday! https://t.co/nz7vucugx9,True,852991217512181760
TweetDeck,Wed Mar 01 03:45:02 +0000 2017,.@RepGosar on tonight's #JointAddress https://t.co/u307UPAxZy,False,836784317279924224
Twitter Web Client,Mon Mar 13 14:30:44 +0000 2017,Watch LIVE as @POTUS Trump leads a listening session on healthcare: https://t.co/b38z2OIsLB https://t.co/Dkj0p5C4Ku,False,841295468613234689
Twitter Web Client,Wed Feb 01 01:14:04 +0000 2017,"RT @VP: Tonight, @POTUS nominated a Supreme Court Justice who will uphold the God-given liberties enshrined in our constitution — Judge Gor…",True,826599464530014209
Twitter Web Client,Tue Feb 14 19:35:43 +0000 2017,"Join us LIVE as @VP Pence participates in the swearing-in of Secretary of Veterans Affairs, Dr. David Shulkin:… https://t.co/ch3QIvGYTe",False,831587745587929090
Twitter Web Client,Wed Feb 15 21:28:45 +0000 2017,.@POTUS Trump: Cutting Red Tape for American Businesses https://t.co/TArdN89Ze2,False,831978580250877964
Media Studio,Wed Mar 01 02:17:59 +0000 2017,"""We have begun to #DrainTheSwamp of government corruption..."" #JointAddress https://t.co/8TP9EOebkC",False,836762409515638784
Twitter Web Client,Mon Mar 20 16:39:37 +0000 2017,RT @VP: .@POTUS appointed a nominee to the #SCOTUS who will keep faith with the Constitution of the United States. It's time to #ConfirmGor…,True,843864618116300801
Twitter for iPhone,Wed Feb 01 16:44:38 +0000 2017,RT @POTUS: Proud to honor the start of Black History Month at the @WhiteHouse this morning with @VP Mike Pence. https://t.co/CaXOykzR4d,True,826833650008330240
TweetDeck,Wed Mar 01 14:20:17 +0000 2017,.@KenCalvert on last night's #JointAddress https://t.co/LCujVwqxnJ,False,836944181985705985
TweetDeck,Wed Mar 01 16:00:22 +0000 2017,.@BillCassidy on last night's #JointAddress https://t.co/s59ujZelNg,False,836969368592474112
Twitter Web Client,Wed Mar 08 21:26:15 +0000 2017,"RT @POTUS: #RepealAndReplace #Obamacare
https://t.co/co5mMBv7Aa",True,839588094022193153
Twitter for iPhone,Fri Mar 31 17:43:06 +0000 2017,RT @POTUS: A new surge in optimism is sweeping across our land! #MakeAmericaGreatAgain 🇺🇸 https://t.co/abY0G6CQOZ https://t.co/Qm8nUN1k80,True,847866859709976576
Twitter Web Client,Thu Feb 23 20:27:11 +0000 2017,RT @POTUS: Great job - see you tomorrow at 10amE! #CPAC2017 https://t.co/bO99P9CCg5,True,834862188280020993
Twitter Web Client,Sat Jan 28 16:43:58 +0000 2017,RT @PressSec: .@POTUS  speaks with German Chancellor Merkel from the Oval Office.  One of five heads of government calls today https://t.co…,True,825383929381343237
Twitter Web Client,Wed Feb 01 01:18:31 +0000 2017,"RT @POTUS: President Trump's Nominee for the Supreme Court Neil M. Gorsuch. 
#SCOTUS #JusticeGorsuch 
https://t.co/OnnJxv0sNG https://t.co/…",True,826600584274907138
Twitter Web Client,Wed Apr 19 19:44:43 +0000 2017,RT @VP: Thank you to the men &amp; women of USS Reagan for welcoming me yesterday. You make us all proud. #VPinASIA https://t.co/GaVBKCizQv,True,854782836326486018
TweetDeck,Wed Mar 01 05:17:12 +0000 2017,.@RepLarryBucshon on tonight's #JointAddress https://t.co/cseLMlLrBQ,False,836807512003325954
Twitter Web Client,Tue Feb 14 20:43:03 +0000 2017,"And watch LIVE as @VP Pence participates in the swearing-in of @SBAgov Administrator, @Linda_McMahon:… https://t.co/YiFxzdxbF9",False,831604691918319617
TweetDeck,Wed Mar 01 17:46:32 +0000 2017,.@RepTomMarino on last night's #JointAddress https://t.co/dNQtiKzpEB,False,836996086606807046
Twitter for iPhone,Tue Mar 07 00:25:06 +0000 2017,"RT @POTUS: House just introduced the bill to #RepealAndReplace #Obamacare. Time to end this nightmare. 
https://t.co/z4A27JwaXX",True,838908330642898944
Twitter for iPhone,Thu Jan 26 23:17:43 +0000 2017,RT @VP: Honored to meet with Pro-Life leaders in my office tonight. Just told them I look forward to addressing National @March_for_Life on…,True,824758244300189696
Twitter for iPhone,Tue Jan 24 04:27:04 +0000 2017,RT @VP: Tonight I had the privilege to administer the Oath of Office to Mike Pompeo as the new Director of the Central Intelligence Agency.…,True,823748933075746816
Twitter Web Client,Mon Apr 24 12:26:07 +0000 2017,"RT @Space_Station: At 10 a.m. ET today, @POTUS will congratulate @AstroPeggy on her new record! Watch live on @NASA TV: https://t.co/iXp0Bs…",True,856484398098784256
